PRODUCT_SALES_ORDER_ID,SALES_ORDER_ID,PRODUCT_ID,SALES
67739167,6410058,9081,1173.75
67739180,6410061,2438,65.0
67740329,6410249,361,168.0
67688552,6402735,2778,343.5
67742578,6410569,8120,200.0
67666323,6398817,2778,243.5
67746166,6411113,583,855.0
67706091,6405313,361,504.0
67746926,6411236,9081,643.5
67747722,6411354,1070,119.25
67748085,6411411,152,167.25
67749510,6406201,2438,385.5
67751603,6406263,1087,253.0
67751691,6411945,583,427.5
67686842,6402479,152,163.25
67752334,6412028,2778,351.75
67752331,6412028,9468,74.25
67753861,6412241,1070,787.5
67754747,6412378,8120,100.0
67756339,6412632,2438,130.0
67759089,6413004,583,427.5
67760156,6413136,415,227.25
67715623,6406728,2778,116.75
67761563,6413323,2778,116.75
67763316,6413515,152,674.0
67710257,6405985,583,424.0
67765530,6413791,583,855.0
67767791,6414040,9468,222.75
67769729,6407733,9081,97.5
67770341,6414351,9081,492.5
67771140,6414465,72,1166.25
67771459,6414518,2438,385.5
67773665,6408735,2778,233.5
67774070,6407437,1070,79.5
67774714,6414952,583,851.0
67775328,6415028,1080,118.75
67778945,6415452,152,167.25
67778987,6415457,9468,376.25
67779214,6414351,974,1206.5
67757503,6412708,583,213.75
67780912,6407437,8120,100.0
67782195,6414895,2438,385.5
67784278,6412365,9081,495.0
67784466,6416085,1087,245.5
67785560,6416203,152,175.75
67788967,6415493,152,1003.5
67767902,6414051,6952,125.75
67792926,6411595,8120,100.0
67792958,6406505,1070,238.5
67795210,6417210,583,1068.75
67795220,6417212,9081,197.0
67795456,6407504,583,213.75
67795741,6414311,9468,148.5
67799786,6417737,583,427.5
67800167,6417812,152,703.0
67800919,6417936,3900,373.25
67804122,6418167,9289,338.5
67805388,6418619,8120,300.0
67806422,6418772,1087,616.25
67807706,6418955,2438,65.0
67807963,6418992,152,334.5
67802754,6418220,9468,74.25
67810102,6419106,1070,397.5
67810562,6419399,142,336.0
67811577,6419554,9468,222.75
67812481,6419690,9081,197.0
67812476,6419689,1080,237.5
67813311,6419820,6952,251.5
67814410,6419984,1087,123.25
67814986,6420065,2778,117.5
67815900,6420189,9468,148.5
67817008,6420332,152,175.75
67817869,6420454,142,168.0
67817891,6420460,152,3338.75
67711408,6406150,583,211.75
67752813,6412101,1087,122.75
67760604,6413190,2778,350.25
67820828,6420838,2438,385.5
67820867,6420845,9468,148.5
67732858,6409102,361,336.0
67722041,6407534,8120,100.0
67753483,6412193,9468,148.5
67715224,6406672,2778,116.5
67788679,6416564,583,213.75
67795374,6417227,583,213.75
67766025,6413841,2778,117.25
67812624,6419713,7558,2148.0
67720054,6407267,2438,32.25
67824600,6421362,583,855.0
67811348,6419521,415,227.0
67720545,6407332,583,636.0
67829183,6422072,2438,190.5
67833705,6422709,2438,65.0
67834333,6422800,152,175.75
67834426,6422810,583,427.5
67835041,6422894,168,115.0
67835019,6422890,2438,381.0
67835085,6422904,9468,371.25
67835193,6422923,1080,119.0
67836154,6423080,9081,197.0
67837567,6423264,9468,74.25
67838232,6423351,2438,65.0
67838318,6420993,9081,198.0
67825125,6421441,3575,221.0
67745791,6411040,2778,236.0
67843385,6424032,1087,121.5
67844878,6422702,168,57.5
67710984,6406084,2438,382.75
67742618,6410578,152,167.25
67845576,6424353,2438,195.0
67751079,6411854,2778,117.25
67772588,6412813,1070,397.5
67780987,6415684,361,168.0
67767963,6414054,361,166.32
67785825,6412220,7558,351.5
67799459,6417685,583,427.5
67801565,6418047,9468,297.0
67801139,6417975,9289,338.5
67807376,6418910,583,855.0
67809912,6419285,1087,122.75
67727600,6408352,8120,310.5
67770604,6414385,9468,74.25
67715783,6406737,152,170.75
67836547,6423126,1087,243.0
67836961,6423185,2778,352.5
67792670,6417007,2778,470.0
67843546,6424054,72,394.0
67784677,6412581,1087,123.25
67840722,6423695,7558,351.5
67846172,6424421,8120,101.0
67846447,6424466,361,168.0
67846522,6424478,974,409.0
67782856,6415898,2438,127.0
67847558,6424630,974,96.0
67847658,6422301,974,204.5
67729508,6408648,583,211.75
67847872,6424670,583,215.0
67815188,6420094,152,667.75
67775510,6415048,415,227.25
67851888,6425159,361,168.0
67746987,6411253,583,855.0
67852926,6425347,415,227.0
67853457,6425429,152,167.25
67757374,6412779,7558,351.5
67853792,6425486,152,175.75
67854767,6425660,417,168.0
67793219,6417061,974,102.25
67855962,6425869,361,166.32
67790016,6416699,2778,233.5
67856955,6426023,8120,102.0
67784607,6416098,415,227.0
67781886,6415789,583,213.75
67720553,6407332,9081,195.0
67728059,6408427,583,212.0
67861231,6426668,583,855.0
67861294,6426674,361,498.96
67861416,6426693,583,429.5
67833809,6422729,7558,351.5
67803086,6418270,2778,234.5
67863630,6427011,1765,268.0
67764429,6413668,9468,445.5
67827451,6421793,9081,198.0
67864888,6427171,152,168.5
67835360,6422955,9081,98.5
67845849,6424379,9289,338.5
67711690,6406184,142,168.0
67844261,6424064,142,166.32
67828707,6420582,583,212.75
67867434,6421836,2438,162.5
67868807,6427733,142,168.0
67743732,6410738,361,168.0
67869588,6427847,2438,385.75
67869769,6427872,2438,385.75
67870257,6427945,3575,1326.0
67870750,6428031,1070,792.75
67873367,6428466,583,214.75
67875039,6428723,2438,771.5
67875898,6428504,361,504.0
67876510,6428940,2438,65.0
67876924,6429004,7558,703.0
67877700,6429117,583,215.0
67881383,6429649,9468,152.0
67883149,6427464,361,166.32
67883192,6429941,1087,247.0
67885147,6430227,583,642.0
67885189,6430234,415,224.5
67885201,6430236,583,430.0
67885467,6430271,415,227.25
67837638,6423275,2778,118.0
67868615,6427712,415,227.0
67882590,6429845,974,306.75
67892053,6431196,583,428.0
67892119,6431207,8120,101.0
67893425,6430240,2438,97.5
67893450,6431405,142,504.0
67893990,6426336,2778,235.0
67894022,6431485,9468,76.0
67893997,6431479,583,215.0
67894565,6423241,168,57.5
67895628,6431692,7558,354.75
67897598,6428642,9046,159.0
67897700,6431967,2438,397.0
67898955,6432140,583,430.0
67901680,6432531,583,430.0
67902922,6432715,9289,341.5
67903704,6432834,974,102.25
67903691,6432833,2438,190.5
67906427,6433269,8120,101.0
67905659,6433151,2778,233.5
67906199,6433228,1080,119.0
67909224,6433641,2438,385.75
67909853,6433716,2438,1143.0
67910162,6428572,2778,116.75
67826732,6421689,361,336.0
67911673,6433944,583,430.0
67856282,6425921,2438,65.0
67875803,6428837,2438,65.0
67889032,6430772,2778,117.25
67893978,6431476,361,168.0
67905071,6433055,583,215.0
67715494,6406708,417,168.0
67647432,6396483,2778,121.75
67657203,6397972,2438,97.5
67616701,6391756,415,224.5
67674933,6400730,417,168.0
67689115,6402641,2438,382.75
67692984,6403424,3900,360.75
67659795,6398405,2438,386.75
67665003,6399213,583,212.25
67682585,6401870,2778,116.5
67611026,6390911,3900,371.75
67697394,6404051,2778,233.5
67685058,6402220,583,211.75
67746425,6411148,415,227.25
67750211,6411716,1087,246.5
67750440,6411758,361,166.32
67752121,6411997,142,168.0
67755217,6412449,6952,127.0
67759179,6407508,7558,351.5
67759545,6413057,583,213.75
67766217,6413866,583,213.75
67770006,6414298,152,334.5
67777302,6415258,1087,123.25
67777810,6415317,142,168.0
67778795,6415436,2438,130.0
67781468,6415746,168,172.5
67783852,6413433,152,167.25
67786712,6416348,583,213.75
67790517,6416769,152,703.0
67792172,6416957,168,172.5
67795614,6417256,361,665.28
67795971,6414365,2778,236.0
67798822,6417612,142,168.0
67799179,6417646,2778,1167.5
67799357,6417665,583,427.5
67801578,6418000,8120,100.0
67803873,6418396,3495,80.0
67804884,6418533,9081,1173.75
67805815,6418643,152,334.5
67809727,6419250,152,168.5
67810137,6419324,2438,32.5
67812863,6419753,361,166.32
67816846,6420311,2438,162.5
67818764,6420587,8120,103.5
67795574,6417251,9468,148.5
67823749,6421234,9081,195.0
67824242,6421308,2778,586.25
67829355,6422093,583,212.75
67800717,6417896,9468,222.75
67837261,6423226,9081,247.5
67769134,6414195,152,703.0
67845005,6424272,152,175.75
67741363,6410396,9081,1173.75
67692262,6401528,168,115.0
67780416,6415616,415,227.25
67800121,6417803,583,851.0
67837024,6423190,2438,771.5
67840255,6423628,1087,607.5
67843444,6424040,2438,385.75
67773018,6414699,8120,100.0
67805678,6418657,583,213.75
67768388,6414102,1080,118.75
67848944,6424800,583,213.75
67729648,6408669,361,168.0
67852282,6417967,8120,102.0
67853015,6425360,2438,398.25
67854086,6425497,9081,591.0
67858242,6426230,583,429.5
67858316,6424195,1080,238.0
67860896,6426614,2778,117.25
67817043,6420336,2778,117.5
67865028,6427184,2438,385.75
67849797,6424924,9468,148.5
67866646,6427412,2778,469.0
67798275,6417555,583,212.75
67868551,6427702,1070,198.75
67869313,6427812,3575,222.0
67873248,6428456,9468,152.0
67876535,6428945,142,168.0
67877476,6429082,142,168.0
67879877,6429439,583,430.0
67881658,6429695,6952,781.5
67852868,6425342,7558,354.75
67859271,6426403,2438,385.75
67890197,6430921,361,498.96
67890678,6430993,417,168.0
67891070,6431051,168,115.0
67891640,6425491,417,168.0
67724751,6407915,415,227.0
67891924,6431178,583,215.25
67817088,6420340,152,703.0
67817082,6420340,1080,118.75
67815230,6420101,9081,292.5
67892673,6431248,168,57.5
67895065,6431618,361,168.0
67895949,6431735,1080,238.0
67896581,6431831,168,115.0
67905135,6433065,2438,130.0
67906721,6433311,2438,97.5
67907129,6433384,1765,666.5
67908159,6433501,152,168.5
67910741,6433828,417,168.0
67893072,6431349,2778,470.0
67744100,6410782,2778,472.0
67911414,6433908,2438,65.0
67886977,6430485,1070,118.5
67889482,6409211,1765,266.5
67898577,6432089,1070,198.75
67906986,6433301,2778,118.5
67911975,6433979,583,215.0
67769057,6414184,2438,385.5
67874786,6428688,2438,385.75
67906087,6433215,2438,385.75
67842779,6423957,168,287.5
67883148,6427464,417,166.32
67941502,6438468,2778,469.0
67929436,6436697,9046,318.0
67933252,6437272,3575,220.75
67894860,6431599,168,115.0
67947309,6439330,2778,235.0
67893559,6431417,415,226.75
67893555,6431417,3900,363.0
67800573,6417878,2778,583.75
68255743,6482519,1765,142.0
68303855,6489439,583,209.0
68297307,6488137,583,209.0
68295665,6487165,72,1155.75
68053621,6454431,583,431.5
68065548,6456217,9081,265.0
68157733,6468447,583,212.5
68152329,6467696,9081,315.0
68046848,6453556,417,166.32
68076980,6457853,9468,232.5
68068232,6456606,1087,125.25
68094670,6456606,2778,468.0
68153351,6467835,9046,159.0
68139484,6465851,9046,159.0
68168606,6470036,417,166.32
68154376,6467977,2778,234.0
68164784,6469333,417,166.32
68120550,6463113,9081,525.0
68153093,6467802,142,168.0
68052931,6454340,168,115.0
68169284,6470133,142,168.0
68142830,6466297,583,1487.5
68158653,6468569,2778,234.0
68135709,6465344,415,226.75
68163008,6469093,168,165.75
68167362,6469848,415,227.0
68128415,6463976,974,100.0
68163844,6469329,142,168.0
68069911,6456870,8120,101.5
68165001,6469499,3575,226.5
68141260,6462470,583,212.5
68140456,6465972,974,100.0
68066906,6456405,7558,1035.0
68174821,6470945,2438,190.5
68049707,6453985,583,431.5
68156898,6468331,974,94.5
68039488,6452488,1087,244.0
68107967,6461499,9081,105.0
68162970,6469183,583,425.0
68167139,6469822,9081,106.5
68140523,6465981,2438,1154.25
68143261,6466361,2778,234.0
68166634,6469740,583,209.0
68139306,6465831,1070,202.5
68158098,6468490,583,850.0
68120502,6463105,168,110.5
68216983,6476968,3575,217.25
68227150,6478435,9046,159.0
68249975,6481678,583,209.0
68234022,6479374,168,57.5
68254784,6482354,583,1045.0
68258278,6482936,72,386.5
68239908,6480254,9046,159.0
68208191,6475612,974,1131.0
68203468,6474985,1080,119.25
68256856,6482701,361,168.0
68253226,6482117,142,166.32
68201418,6474735,2778,117.25
68201798,6474775,417,168.0
68165123,6469517,417,166.32
68211891,6476183,583,209.0
68264287,6483858,2438,374.5
68276359,6485563,142,332.64
68227304,6478463,1070,240.0
68252044,6481947,2778,234.5
68200379,6474601,361,168.0
68207216,6475463,9468,155.0
68275245,6485427,417,168.0
68271484,6484889,583,209.0
68180359,6471703,2778,234.5
68213363,6476413,417,168.0
68275598,6485463,9468,155.0
68215816,6476788,417,166.32
68213170,6476388,415,226.5
68200688,6474642,9081,266.25
68214228,6476557,2778,351.75
68203994,6475046,974,94.5
68228901,6478700,2778,234.5
68197000,6474136,142,168.0
68283366,6486548,1070,200.0
68286364,6486975,9081,213.0
68246486,6481187,6952,645.0
68252104,6481952,9046,318.0
68251270,6481839,2778,234.5
68213102,6476377,2778,234.5
68241135,6480445,142,168.0
68291570,6487646,3900,726.0
68271352,6484739,9081,213.0
68270369,6484732,2438,383.75
68293054,6487848,9468,155.0
68287088,6487068,2778,233.0
68288107,6487216,7558,357.5
68290165,6487471,583,2090.0
68288153,6487220,142,168.0
68289756,6486835,1087,124.25
