ORDER_ID,DATE,DAY_NAME,Order_status,SALES
6387294,2023-10-01,Sun,Delivered,422.0
6390887,2023-10-01,Sun,Delivered,163.25
6386921,2023-10-01,Sun,Delivered,236.5
6389100,2023-10-01,Sun,Delivered,354.75
6390628,2023-10-01,Sun,Delivered,57.5
6390657,2023-10-01,Sun,Delivered,401.75
6383497,2023-10-01,Sun,Delivered,67.5
6384319,2023-10-01,Sun,Canceled,354.75
6386498,2023-10-01,Sun,Delivered,345.0
6389101,2023-10-01,Sun,Delivered,74.5
6389018,2023-10-01,Sun,Canceled,118.25
6390098,2023-10-01,Sun,Delivered,149.0
6389431,2023-10-01,Sun,Delivered,190.5
6389008,2023-10-01,Sun,Delivered,163.25
6390745,2023-10-01,Sun,Delivered,1913.75
6388885,2023-10-01,Sun,Delivered,96.0
6385139,2023-10-01,Sun,Delivered,174.5
6388915,2023-10-01,Sun,Delivered,211.0
6385828,2023-10-01,Sun,Delivered,159.0
6386741,2023-10-01,Sun,Delivered,74.5
6389815,2023-10-01,Sun,Delivered,211.25
6387648,2023-10-01,Sun,Delivered,360.0
6384101,2023-10-01,Sun,Delivered,115.0
6388506,2023-10-01,Sun,Delivered,175.0
6387715,2023-10-01,Sun,Delivered,168.75
6390911,2023-10-01,Sun,Delivered,744.25
6390372,2023-10-01,Sun,Delivered,341.5
6386737,2023-10-01,Sun,Delivered,1413.0
6387546,2023-10-01,Sun,Delivered,401.75
6388500,2023-10-01,Sun,Delivered,350.0
6385648,2023-10-01,Sun,Delivered,381.0
6385958,2023-10-01,Sun,Delivered,401.75
6390442,2023-10-01,Sun,Delivered,111.75
6385075,2023-10-01,Sun,Delivered,395.75
6387066,2023-10-01,Sun,Delivered,272.5
6384453,2023-10-01,Sun,Delivered,226.5
6388602,2023-10-01,Sun,Delivered,422.0
6389221,2023-10-01,Sun,Delivered,788.0
6389372,2023-10-01,Sun,Delivered,149.0
6389770,2023-10-01,Sun,Delivered,211.25
6387825,2023-10-01,Sun,Delivered,360.0
6388989,2023-10-01,Sun,Delivered,226.5
6386740,2023-10-01,Sun,Delivered,135.0
6385974,2023-10-01,Sun,Delivered,113.25
6383327,2023-10-01,Sun,Canceled,127.0
6387540,2023-10-01,Sun,Delivered,309.5
6385743,2023-10-01,Sun,Canceled,405.0
6390828,2023-10-01,Sun,Delivered,382.75
6390482,2023-10-01,Sun,Delivered,320.5
6383666,2023-10-01,Sun,Delivered,293.5
6386598,2023-10-01,Sun,Delivered,197.5
6383500,2023-10-01,Sun,Delivered,392.5
6386155,2023-10-01,Sun,Delivered,114.25
6383705,2023-10-01,Sun,Canceled,802.5
6390676,2023-10-01,Sun,Delivered,339.75
6388843,2023-10-01,Sun,Delivered,440.0
6385385,2023-10-01,Sun,Delivered,175.0
6386503,2023-10-01,Sun,Delivered,287.5
6390792,2023-10-01,Sun,Delivered,171.0
6388596,2023-10-01,Sun,Delivered,101.25
6383397,2023-10-01,Sun,Delivered,510.0
6391044,2023-10-01,Sun,Delivered,457.0
6385499,2023-10-01,Sun,Delivered,211.0
6389202,2023-10-01,Sun,Delivered,297.5
6388105,2023-10-01,Sun,Delivered,1359.5
6386758,2023-10-01,Sun,Delivered,57.5
6387939,2023-10-01,Sun,Delivered,197.5
6389246,2023-10-01,Sun,Delivered,118.25
6391088,2023-10-01,Sun,Delivered,224.5
6389115,2023-10-01,Sun,Delivered,115.0
6387409,2023-10-01,Sun,Delivered,158.0
6390369,2023-10-01,Sun,Delivered,224.5
6385082,2023-10-01,Sun,Delivered,174.25
6390750,2023-10-01,Sun,Canceled,190.5
6384524,2023-10-01,Sun,Canceled,477.0
6386481,2023-10-01,Sun,Delivered,1077.75
6391061,2023-10-01,Sun,Delivered,1913.75
6388088,2023-10-01,Sun,Delivered,230.0
6385657,2023-10-01,Sun,Delivered,114.25
6386023,2023-10-01,Sun,Delivered,401.75
6385910,2023-10-01,Sun,Delivered,226.5
6387793,2023-10-01,Sun,Delivered,350.0
6384808,2023-10-01,Sun,Delivered,349.5
6390922,2023-10-01,Sun,Delivered,721.25
6389327,2023-10-01,Sun,Delivered,571.25
6387651,2023-10-01,Sun,Delivered,350.0
6385632,2023-10-01,Sun,Delivered,338.5
6390747,2023-10-01,Sun,Delivered,353.25
6390135,2023-10-01,Sun,Delivered,449.0
6385050,2023-10-01,Sun,Delivered,942.5
6387410,2023-10-01,Sun,Delivered,401.75
6389673,2023-10-01,Sun,Delivered,174.25
6390164,2023-10-01,Sun,Delivered,843.0
6386200,2023-10-01,Sun,Delivered,318.0
6386611,2023-10-01,Sun,Canceled,100.0
6391017,2023-10-01,Sun,Delivered,1089.0
6387536,2023-10-01,Sun,Delivered,197.0
6389169,2023-10-01,Sun,Delivered,211.0
6386972,2023-10-01,Sun,Delivered,353.25
6385276,2023-10-01,Sun,Delivered,666.25
6383736,2023-10-01,Sun,Delivered,211.5
6385186,2023-10-01,Sun,Delivered,99.0
6384659,2023-10-01,Sun,Delivered,799.75
6384151,2023-10-01,Sun,Canceled,117.75
6383922,2023-10-01,Sun,Delivered,381.0
6385610,2023-10-01,Sun,Delivered,723.75
6388842,2023-10-01,Sun,Delivered,57.5
6387437,2023-10-01,Sun,Delivered,67.5
6389993,2023-10-01,Sun,Delivered,226.5
6383214,2023-10-01,Sun,Delivered,776.75
6385731,2023-10-01,Sun,Delivered,639.75
6391051,2023-10-01,Sun,Delivered,74.5
6389959,2023-10-01,Sun,Delivered,382.75
6385339,2023-10-01,Sun,Delivered,422.0
6384849,2023-10-01,Sun,Delivered,338.75
6388999,2023-10-01,Sun,Delivered,453.0
6390577,2023-10-01,Sun,Delivered,114.25
6386117,2023-10-01,Sun,Delivered,350.0
6384494,2023-10-01,Sun,Delivered,340.5
6387672,2023-10-01,Sun,Delivered,211.0
6385976,2023-10-01,Sun,Delivered,338.5
6386380,2023-10-01,Sun,Delivered,340.5
6389915,2023-10-01,Sun,Delivered,1443.75
6388117,2023-10-01,Sun,Delivered,225.0
6389137,2023-10-01,Sun,Delivered,211.5
6386122,2023-10-01,Sun,Delivered,318.0
6383829,2023-10-01,Sun,Delivered,228.5
6383913,2023-10-01,Sun,Delivered,159.0
6386049,2023-10-01,Sun,Delivered,125.0
6384375,2023-10-01,Sun,Delivered,223.5
6387673,2023-10-01,Sun,Delivered,96.0
6390795,2023-10-01,Sun,Delivered,360.25
6421205,2023-10-01,Sun,Delivered,565.5
6385180,2023-10-01,Sun,Delivered,449.5
6388961,2023-10-01,Sun,Delivered,114.25
6389448,2023-10-01,Sun,Delivered,33.75
6389877,2023-10-01,Sun,Delivered,224.5
6386382,2023-10-01,Sun,Delivered,781.5
6390605,2023-10-01,Sun,Delivered,57.5
6387684,2023-10-01,Sun,Delivered,624.0
6390666,2023-10-01,Sun,Delivered,226.5
6388782,2023-10-01,Sun,Delivered,318.0
6385453,2023-10-01,Sun,Delivered,795.0
6388279,2023-10-01,Sun,Delivered,74.5
6390437,2023-10-01,Sun,Delivered,238.0
6385393,2023-10-01,Sun,Delivered,437.0
6383248,2023-10-01,Sun,Delivered,322.0
6390929,2023-10-01,Sun,Delivered,1901.25
6383743,2023-10-01,Sun,Delivered,229.0
6388880,2023-10-01,Sun,Delivered,223.5
6389481,2023-10-01,Sun,Delivered,521.5
6388203,2023-10-01,Sun,Delivered,422.0
6389022,2023-10-01,Sun,Delivered,190.5
6389511,2023-10-01,Sun,Delivered,211.0
6387678,2023-10-01,Sun,Delivered,1147.75
6385637,2023-10-01,Sun,Delivered,298.0
6388797,2023-10-01,Sun,Delivered,114.25
6390835,2023-10-01,Sun,Delivered,384.5
6388146,2023-10-01,Sun,Delivered,537.5
6387236,2023-10-01,Sun,Delivered,350.0
6384635,2023-10-01,Sun,Delivered,587.0
6387028,2023-10-01,Sun,Delivered,566.25
6386202,2023-10-01,Sun,Delivered,285.5
6387217,2023-10-01,Sun,Canceled,777.25
6387506,2023-10-01,Sun,Delivered,350.0
6388371,2023-10-01,Sun,Canceled,340.5
6386723,2023-10-01,Sun,Canceled,401.75
6383991,2023-10-01,Sun,Delivered,1132.5
6389659,2023-10-01,Sun,Delivered,211.25
6390634,2023-10-01,Sun,Canceled,2469.5
6383561,2023-10-01,Sun,Delivered,776.75
6390116,2023-10-01,Sun,Delivered,118.25
6383776,2023-10-01,Sun,Delivered,371.75
6389317,2023-10-01,Sun,Delivered,236.0
6390463,2023-10-01,Sun,Delivered,216.5
6387346,2023-10-01,Sun,Delivered,49.25
6388606,2023-10-01,Sun,Delivered,525.0
6383300,2023-10-01,Sun,Delivered,571.25
6390516,2023-10-01,Sun,Delivered,668.876
6390783,2023-10-01,Sun,Delivered,32.5
6384936,2023-10-01,Sun,Delivered,211.75
6384763,2023-10-01,Sun,Delivered,337.5
6384534,2023-10-01,Sun,Delivered,286.0
6386530,2023-10-01,Sun,Delivered,236.5
6386163,2023-10-01,Sun,Canceled,79.0
6386359,2023-10-01,Sun,Delivered,372.5
6384137,2023-10-01,Sun,Delivered,223.5
6387626,2023-10-01,Sun,Delivered,114.25
6385983,2023-10-01,Sun,Delivered,159.0
6390255,2023-10-01,Sun,Canceled,571.25
6386769,2023-10-01,Sun,Delivered,422.0
6386032,2023-10-01,Sun,Delivered,678.5
6387892,2023-10-01,Sun,Delivered,114.25
6390461,2023-10-01,Sun,Delivered,211.5
6387616,2023-10-01,Sun,Delivered,228.5
6387734,2023-10-01,Sun,Delivered,786.75
6384209,2023-10-01,Sun,Canceled,100.0
6390736,2023-10-01,Sun,Delivered,786.75
6383342,2023-10-01,Sun,Delivered,410.25
6390021,2023-10-01,Sun,Delivered,200.0
6390473,2023-10-01,Sun,Delivered,223.25
6383469,2023-10-01,Sun,Delivered,423.5
6389064,2023-10-01,Sun,Delivered,449.0
6390206,2023-10-01,Sun,Delivered,212.25
6385187,2023-10-01,Sun,Delivered,230.0
6384084,2023-10-01,Sun,Delivered,477.0
6387072,2023-10-01,Sun,Delivered,100.0
6390895,2023-10-01,Sun,Delivered,215.0
6389209,2023-10-01,Sun,Delivered,387.0
6388418,2023-10-01,Sun,Delivered,401.75
6386160,2023-10-01,Sun,Delivered,492.5
6383643,2023-10-01,Sun,Delivered,345.0
6387572,2023-10-01,Sun,Delivered,338.5
6386192,2023-10-01,Sun,Delivered,170.0
6389259,2023-10-01,Sun,Delivered,1339.5
6390392,2023-10-01,Sun,Delivered,103.5
6386379,2023-10-01,Sun,Canceled,353.25
6389833,2023-10-01,Sun,Delivered,298.0
6385054,2023-10-01,Sun,Delivered,1225.0
6387774,2023-10-01,Sun,Delivered,372.5
6391130,2023-10-01,Sun,Delivered,49.5
6386865,2023-10-01,Sun,Delivered,57.5
6389189,2023-10-01,Sun,Delivered,837.75
6384496,2023-10-01,Sun,Delivered,115.0
6386276,2023-10-01,Sun,Delivered,67.5
6385097,2023-10-01,Sun,Delivered,170.0
6384834,2023-10-01,Sun,Delivered,381.0
6391109,2023-10-01,Sun,Delivered,342.0
6388626,2023-10-01,Sun,Delivered,57.5
6390927,2023-10-01,Sun,Delivered,119.0
6385930,2023-10-01,Sun,Delivered,230.0
6390578,2023-10-01,Sun,Delivered,224.5
6384124,2023-10-01,Sun,Delivered,401.25
6384892,2023-10-01,Sun,Canceled,350.0
6390659,2023-10-01,Sun,Delivered,119.0
6387359,2023-10-01,Sun,Delivered,344.0
6389161,2023-10-01,Sun,Delivered,353.25
6383703,2023-10-01,Sun,Delivered,211.75
6390247,2023-10-01,Sun,Delivered,100.0
6388120,2023-10-01,Sun,Delivered,113.5
6386943,2023-10-01,Sun,Delivered,159.0
6387218,2023-10-01,Sun,Delivered,786.75
6383537,2023-10-01,Sun,Delivered,423.5
6389566,2023-10-01,Sun,Delivered,1179.75
6384669,2023-10-01,Sun,Delivered,95.25
6387731,2023-10-01,Sun,Delivered,422.5
6386154,2023-10-01,Sun,Delivered,350.0
6383651,2023-10-01,Sun,Delivered,113.25
6388621,2023-10-01,Sun,Canceled,692.0
6387977,2023-10-01,Sun,Delivered,175.0
6383480,2023-10-01,Sun,Delivered,1573.5
6383781,2023-10-01,Sun,Delivered,167.0
6384078,2023-10-01,Sun,Delivered,3521.25
6383907,2023-10-01,Sun,Delivered,74.5
6384082,2023-10-01,Sun,Delivered,458.0
6384176,2023-10-01,Sun,Delivered,352.25
6384295,2023-10-01,Sun,Delivered,147.75
6386959,2023-10-01,Sun,Delivered,803.5
6386348,2023-10-01,Sun,Delivered,236.5
6387062,2023-10-01,Sun,Delivered,211.0
6387930,2023-10-01,Sun,Delivered,360.0
6384194,2023-10-01,Sun,Delivered,692.75
6387479,2023-10-01,Sun,Delivered,381.0
6383899,2023-10-01,Sun,Delivered,423.0
6389486,2023-10-01,Sun,Delivered,337.5
6389608,2023-10-01,Sun,Delivered,362.5
6383503,2023-10-01,Sun,Delivered,118.0
6383272,2023-10-01,Sun,Delivered,174.75
6385534,2023-10-01,Sun,Delivered,227.0
6390316,2023-10-01,Sun,Delivered,9568.75
6385761,2023-10-01,Sun,Delivered,381.0
6390730,2023-10-01,Sun,Delivered,285.75
6388102,2023-10-01,Sun,Delivered,395.0
6386754,2023-10-01,Sun,Delivered,198.0
6384203,2023-10-01,Sun,Delivered,342.75
6388921,2023-10-01,Sun,Delivered,591.25
6385308,2023-10-01,Sun,Delivered,985.0
6389357,2023-10-01,Sun,Delivered,348.5
6385336,2023-10-01,Sun,Delivered,954.0
6390138,2023-10-01,Sun,Delivered,159.0
6385414,2023-10-01,Sun,Delivered,659.5
6387630,2023-10-01,Sun,Canceled,74.5
6389238,2023-10-01,Sun,Delivered,298.0
6384440,2023-10-01,Sun,Delivered,117.5
6384282,2023-10-01,Sun,Delivered,345.0
6386496,2023-10-01,Sun,Delivered,372.5
6384190,2023-10-01,Sun,Delivered,510.0
6386594,2023-10-01,Sun,Delivered,954.0
6383784,2023-10-01,Sun,Delivered,168.75
6389473,2023-10-01,Sun,Delivered,157.5
6387956,2023-10-01,Sun,Delivered,566.25
6390829,2023-10-01,Sun,Delivered,33.75
6389491,2023-10-01,Sun,Delivered,149.0
6387183,2023-10-01,Sun,Delivered,57.5
6384913,2023-10-01,Sun,Delivered,384.75
6390475,2023-10-01,Sun,Delivered,118.0
6386590,2023-10-01,Sun,Delivered,67.5
6386041,2023-10-01,Sun,Delivered,422.0
6383942,2023-10-01,Sun,Delivered,587.0
6384793,2023-10-01,Sun,Canceled,67.5
6390259,2023-10-01,Sun,Delivered,668.876
6385079,2023-10-01,Sun,Delivered,563.75
6389467,2023-10-01,Sun,Delivered,551.0
6383709,2023-10-01,Sun,Canceled,211.75
6385784,2023-10-01,Sun,Delivered,170.0
6389586,2023-10-01,Sun,Delivered,986.5
6384643,2023-10-01,Sun,Canceled,117.5
6383733,2023-10-01,Sun,Delivered,488.75
6383929,2023-10-01,Sun,Delivered,753.25
6385382,2023-10-01,Sun,Delivered,114.25
6390283,2023-10-01,Sun,Delivered,462.25
6390346,2023-10-01,Sun,Delivered,97.5
6389721,2023-10-01,Sun,Delivered,246.25
6383549,2023-10-01,Sun,Delivered,342.75
6389722,2023-10-01,Sun,Delivered,149.0
6387908,2023-10-01,Sun,Delivered,571.25
6387804,2023-10-01,Sun,Delivered,198.0
6383463,2023-10-01,Sun,Delivered,174.75
6385213,2023-10-01,Sun,Delivered,344.0
6385945,2023-10-01,Sun,Delivered,1173.75
6386371,2023-10-01,Sun,Delivered,795.0
6390314,2023-10-01,Sun,Delivered,338.5
6390145,2023-10-01,Sun,Delivered,224.5
6388574,2023-10-01,Sun,Delivered,113.25
6386651,2023-10-01,Sun,Delivered,100.0
6386519,2023-10-01,Sun,Delivered,237.0
6386213,2023-10-01,Sun,Delivered,118.25
6390367,2023-10-01,Sun,Delivered,163.25
6390512,2023-10-01,Sun,Delivered,310.5
6386910,2023-10-01,Sun,Delivered,492.5
6387854,2023-10-01,Sun,Delivered,211.0
6385332,2023-10-01,Sun,Delivered,318.0
6383636,2023-10-01,Sun,Delivered,795.0
6389781,2023-10-01,Sun,Delivered,291.0
6387976,2023-10-01,Sun,Delivered,57.5
6384228,2023-10-01,Sun,Canceled,185.0
6385353,2023-10-01,Sun,Delivered,228.5
6383882,2023-10-01,Sun,Canceled,74.5
6389060,2023-10-01,Sun,Delivered,57.5
6384775,2023-10-01,Sun,Delivered,776.75
6385246,2023-10-01,Sun,Delivered,352.25
6390963,2023-10-01,Sun,Delivered,457.0
6389085,2023-10-01,Sun,Delivered,57.5
6387874,2023-10-01,Sun,Delivered,226.5
6390285,2023-10-01,Sun,Delivered,326.5
6388973,2023-10-01,Sun,Delivered,745.0
6387307,2023-10-01,Sun,Delivered,677.0
6384185,2023-10-01,Sun,Delivered,403.75
6385288,2023-10-01,Sun,Delivered,457.0
6386321,2023-10-01,Sun,Delivered,175.0
6385541,2023-10-01,Sun,Delivered,211.0
6386361,2023-10-01,Sun,Delivered,781.5
6389746,2023-10-01,Sun,Delivered,367.0
6383426,2023-10-01,Sun,Delivered,423.5
6389574,2023-10-01,Sun,Delivered,57.5
6386811,2023-10-01,Sun,Delivered,386.0
6384685,2023-10-01,Sun,Delivered,384.0
6389902,2023-10-01,Sun,Delivered,171.0
6386631,2023-10-01,Sun,Delivered,31.75
6389320,2023-10-01,Sun,Delivered,495.0
6387227,2023-10-01,Sun,Delivered,1028.25
6384227,2023-10-01,Sun,Delivered,202.5
6386621,2023-10-01,Sun,Delivered,232.75
6389304,2023-10-01,Sun,Delivered,563.0
6390590,2023-10-01,Sun,Delivered,906.0
6390496,2023-10-01,Sun,Delivered,1241.75
6385331,2023-10-01,Sun,Delivered,170.0
6386700,2023-10-01,Sun,Delivered,422.0
6388235,2023-10-01,Sun,Delivered,405.0
6385036,2023-10-01,Sun,Delivered,226.5
6384046,2023-10-01,Sun,Canceled,211.75
6390183,2023-10-01,Sun,Delivered,74.5
6386773,2023-10-01,Sun,Delivered,202.5
6388985,2023-10-01,Sun,Delivered,655.5
6388248,2023-10-01,Sun,Canceled,983.75
6387665,2023-10-01,Sun,Delivered,211.0
6389271,2023-10-01,Sun,Delivered,384.75
6389637,2023-10-01,Sun,Delivered,447.0
6386134,2023-10-01,Sun,Delivered,57.5
6387212,2023-10-01,Sun,Delivered,342.75
6388106,2023-10-01,Sun,Delivered,690.0
6385666,2023-10-01,Sun,Delivered,228.5
6390777,2023-10-01,Sun,Delivered,348.5
6383858,2023-10-01,Sun,Delivered,298.0
6385727,2023-10-01,Sun,Delivered,135.0
6386802,2023-10-01,Sun,Delivered,211.0
6386058,2023-10-01,Sun,Delivered,118.25
6389729,2023-10-01,Sun,Delivered,226.5
6385237,2023-10-01,Sun,Delivered,211.5
6387586,2023-10-01,Sun,Delivered,227.0
6387343,2023-10-01,Sun,Delivered,401.75
6386552,2023-10-01,Sun,Delivered,228.5
6383557,2023-10-01,Sun,Delivered,268.75
6388066,2023-10-01,Sun,Delivered,1055.0
6384022,2023-10-01,Sun,Canceled,401.75
6385520,2023-10-01,Sun,Canceled,113.25
6383400,2023-10-01,Sun,Delivered,167.0
6389120,2023-10-01,Sun,Delivered,238.0
6383688,2023-10-01,Sun,Delivered,2547.0
6387053,2023-10-01,Sun,Delivered,114.25
6389346,2023-10-01,Sun,Delivered,401.75
6388466,2023-10-01,Sun,Delivered,114.25
6383912,2023-10-01,Sun,Delivered,688.0
6387129,2023-10-01,Sun,Delivered,437.5
6384181,2023-10-01,Sun,Delivered,114.25
6385115,2023-10-01,Sun,Delivered,1143.0
6385047,2023-10-01,Sun,Delivered,101.25
6383207,2023-10-01,Sun,Delivered,567.5
6383657,2023-10-01,Sun,Delivered,198.0
6383456,2023-10-01,Sun,Delivered,1183.0
6388777,2023-10-01,Sun,Delivered,457.0
6388969,2023-10-01,Sun,Delivered,372.5
6384782,2023-10-01,Sun,Canceled,591.25
6391095,2023-10-01,Sun,Delivered,174.25
6385842,2023-10-01,Sun,Delivered,395.0
6387863,2023-10-01,Sun,Delivered,457.0
6387298,2023-10-01,Sun,Delivered,74.5
6385109,2023-10-01,Sun,Delivered,776.75
6389549,2023-10-01,Sun,Delivered,449.0
6387203,2023-10-01,Sun,Delivered,211.0
6384963,2023-10-01,Sun,Delivered,318.0
6385060,2023-10-01,Sun,Delivered,101.25
6384600,2023-10-01,Sun,Delivered,588.75
6385272,2023-10-01,Sun,Delivered,174.75
6384322,2023-10-01,Sun,Delivered,666.25
6384352,2023-10-01,Sun,Delivered,344.0
6385556,2023-10-01,Sun,Canceled,31.75
6383619,2023-10-01,Sun,Delivered,423.5
6387452,2023-10-01,Sun,Delivered,226.5
6386547,2023-10-01,Sun,Delivered,172.5
6385098,2023-10-01,Sun,Canceled,510.0
6387707,2023-10-01,Sun,Delivered,591.25
6384872,2023-10-01,Sun,Delivered,170.0
6389160,2023-10-01,Sun,Delivered,1178.5
6384504,2023-10-01,Sun,Delivered,117.5
6390802,2023-10-01,Sun,Delivered,497.0
6390095,2023-10-01,Sun,Canceled,74.5
6387766,2023-10-01,Sun,Delivered,775.5
6391073,2023-10-01,Sun,Delivered,354.0
6384415,2023-10-01,Sun,Delivered,57.5
6386352,2023-10-01,Sun,Delivered,270.0
6384421,2023-10-01,Sun,Delivered,350.0
6384288,2023-10-01,Sun,Delivered,434.25
6383714,2023-10-01,Sun,Delivered,74.5
6384971,2023-10-01,Sun,Delivered,114.25
6383675,2023-10-01,Sun,Delivered,1553.5
6383369,2023-10-01,Sun,Delivered,95.25
6388534,2023-10-01,Sun,Delivered,74.5
6390010,2023-10-01,Sun,Canceled,348.5
6388987,2023-10-01,Sun,Delivered,226.5
6387547,2023-10-01,Sun,Delivered,1142.5
6385074,2023-10-01,Sun,Delivered,118.25
6389459,2023-10-01,Sun,Delivered,398.75
6385598,2023-10-01,Sun,Delivered,294.75
6388577,2023-10-01,Sun,Delivered,159.0
6388058,2023-10-01,Sun,Delivered,101.75
6386500,2023-10-01,Sun,Delivered,401.75
6384597,2023-10-01,Sun,Delivered,350.0
6385199,2023-10-01,Sun,Delivered,1269.0
6386178,2023-10-01,Sun,Delivered,340.0
6384435,2023-10-01,Sun,Delivered,235.5
6387899,2023-10-01,Sun,Delivered,170.0
6384271,2023-10-01,Sun,Canceled,709.5
6384169,2023-10-01,Sun,Delivered,246.25
6389490,2023-10-01,Sun,Delivered,118.5
6386393,2023-10-01,Sun,Delivered,74.5
6390211,2023-10-01,Sun,Delivered,386.75
6387024,2023-10-01,Sun,Delivered,460.0
6387834,2023-10-01,Sun,Delivered,99.0
6388740,2023-10-01,Sun,Delivered,453.0
6390130,2023-10-01,Sun,Delivered,384.75
6388821,2023-10-01,Sun,Canceled,37.0
